lineage	No	Yes	total	open_ratio
B.1.1.354	79.0	4.0	249.07228216304486	0.01605959509128184
B.1.321	16.0	4.0	60.299502487562194	0.06633553901750795
B.1.334	51.0	4.0	165.10906688290237	0.024226410308749762
B.18	14.0	4.0	54.33265167007498	0.07362055554161544
A.28	62.0	4.0	198.0908951840572	0.020192750385036016
B.1.1.440	33.0	4.0	111.16208330869163	0.03598349258075883
B.1.1.296	38.0	4.0	126.1428032141509	0.03171009283192522
C.31	13.0	4.0	51.352132605619566	0.07789355177748299
B.1.571	51.0	4.0	165.10906688290237	0.024226410308749762
B.1.258.22	134.0	4.0	414.04347673900105	0.009660821205308989
B.1.526	173.0	4.0	531.0338975837906	0.007532475832898877
B.1.1.182	4.0	4.0	24.742424242424242	0.16166564605021433
B.1.1.420	43.0	4.0	141.12762108220983	0.028343140551273908
B.1.1.375	40.0	4.0	132.136316727648	0.030271768572485466
B.1.1.363	128.0	4.0	396.0454528064995	0.010099850842005062
B.1.487	30.0	4.0	102.17636899319314	0.039147995171627946
B.1.513	67.0	4.0	213.08449587072306	0.018771896020190852
B.1.9.4	18.0	4.0	66.27235316124205	0.06035699366624141
B.1.543	29.0	4.0	99.18170707996556	0.0403300176793185
B.1.1.210	111.0	4.0	345.05217128337625	0.011592449875398625
B.1.495	51.0	4.0	165.10906688290237	0.024226410308749762
C.2	17.0	4.0	63.28528431688702	0.06320584703342545
B.1.420	26.0	3.0	87.1550803233398	0.03442140135572351
B.1.221.3	855.0	3.0	2574.0052447516828	0.0011654987906947383
B.1.418	44.0	3.0	141.09572302405832	0.02126216114636209
B.1.1.148	57.0	3.0	180.0749895876718	0.01665972607783721
AA.1	22.0	3.0	75.17985634477255	0.03990430609819325
B.1.1.335	14.0	3.0	51.264250278424626	0.05852031354611652
B.1.462	23.0	3.0	78.17294919103037	0.03837644646959568
B.1.1.334	3.0	3.0	18.74	0.16008537886873
B.1.153	32.0	3.0	105.12851901461767	0.02853650016303248
B.1.1.310	39.0	3.0	126.10711251365457	0.023789300541435895
B.1.39	224.0	3.0	681.0198235961963	0.004405158111489599
B.1.233	40.0	3.0	129.1046228863349	0.02323696807233024
AC.1	9.0	3.0	36.373711340206185	0.082477148728123
B.1.1.426	13.0	3.0	48.28070388349514	0.06213662516684137
C.28	14.0	3.0	51.264250278424626	0.05852031354611652
A.25	21.0	3.0	72.18733766233767	0.041558535016663886
B.1.510	13.0	3.0	48.28070388349514	0.06213662516684137
B.1.1.371	27.0	3.0	90.14991680532445	0.03327790092672402
AA.4	26.0	3.0	87.1550803233398	0.03442140135572351
B.1.363	8.0	3.0	33.407421150278296	0.0898004065176102
B.1.1.397	86.0	3.0	267.0505586067274	0.011233827840135532
B.1.499.1	2.0	3.0	15.883018867924529	0.18888096935138987
B.1.1.347	8.0	3.0	33.407421150278296	0.0898004065176102
B.1.1.160	3.0	3.0	18.74	0.16008537886873
AA.3	24.0	3.0	81.16655258955053	0.03696103757382229
AA.5	36.0	3.0	117.11534672224327	0.025615771834881323
B.1.36.10	108.0	3.0	333.0405388955602	0.00900791239993995
B.1.496	2.0	3.0	15.883018867924529	0.18888096935138987
B.1.177.41	120.0	3.0	369.0365841568597	0.008129275331479993
B.1.252	130.0	3.0	399.03383363017366	0.007518159482136578
B.1.36.26	83.0	3.0	258.05232204468825	0.011625549331350231
B.1.248	21.0	3.0	72.18733766233767	0.041558535016663886
B.1.70	22.0	3.0	75.17985634477255	0.03990430609819325
B.1.177.12	4356.0	3.0	13077.001032346841	0.00022941039712234465
A.2.2	411.0	3.0	1242.0108695335086	0.0024154377981625724
B.1.350	188.0	3.0	573.0235598865266	0.005235386832251848
B.1.572	30.0	3.0	99.13630111291735	0.030261367090779055
B.1.1.297	193.0	3.0	588.0229588848619	0.005101841611234463
B.1.1.403	6.0	3.0	27.496969696969696	0.10910293145250166
B.1.277	27.0	3.0	90.14991680532445	0.03327790092672402
B.1.1.421	23.0	3.0	78.17294919103037	0.03837644646959568
B.1.1.288	481.0	3.0	1452.0092975008165	0.0020661024727345544
B.1.1.425	13.0	3.0	48.28070388349514	0.06213662516684137
A.21	57.0	3.0	180.0749895876718	0.01665972607783721
B.1.562	18.0	3.0	63.214043583535116	0.047457808897094306
B.1.1.385	15.0	3.0	54.24961597542242	0.05529993062732717
B.1.1.408	9.0	3.0	36.373711340206185	0.082477148728123
B.1.1.54	217.0	3.0	660.0204543341538	0.0045453136797502436
B.1.566	34.0	3.0	111.12157725036236	0.026997456967703518
B.1.264.1	13.0	2.0	45.19970501474926	0.04424807638340501
B.1.1.201	15.0	2.0	51.1762677484787	0.03908061466751751
B.1.260	108.0	2.0	330.02727197602	0.006060105239258292
B.1.258.11	1690.0	2.0	5076.001773049438	0.00039401089468069436
B.1.1.230	61.0	2.0	189.04761504937827	0.01057934531190785
B.1.36.36	553.0	2.0	1665.005405399556	0.0012011973015307147
B.1.1.328	8.0	2.0	30.299009900990097	0.06600875759754266
B.1.372	88.0	2.0	270.03333196176055	0.007406493063171995
B.1.1.194	58.0	2.0	180.04999537165602	0.011108025834000357
B.1.221.2	27.0	2.0	87.10340732246704	0.02296121427943416
B.1.1.326	376.0	2.0	1134.0079364894216	0.0017636560870918179
B.1.395	75.0	2.0	231.03895884890827	0.008656548704878527
B.1.284	51.0	2.0	159.05659705902102	0.012574140507091708
B.1.341	31.0	2.0	99.09088128996386	0.020183491901212554
B.1.1.379	26.0	2.0	84.10709736123749	0.023779206068782272
B.1.1.280	178.0	2.0	540.0166664952043	0.0037035893965649694
B.1.333	83.0	2.0	255.03529248953942	0.007842051899864142
B.1.177.46	44.0	2.0	138.06520712246615	0.014485908808480377
B.1.428.2	8.0	2.0	30.299009900990097	0.06600875759754266
B.1.1.374	13.0	2.0	45.19970501474926	0.04424807638340501
B.1.177.24	606.0	2.0	1824.004934206077	0.0010964882618974532
B.1.575.1	166.0	2.0	504.0178569319668	0.003968113376328179
B.1.569	26.0	2.0	84.10709736123749	0.023779206068782272
B.1.1.117	56.0	2.0	174.05171901419277	0.011490837386311094
B.1.1.118	60.0	2.0	186.04838290196736	0.010749891876533215
B.1.1.38	14.0	2.0	48.18725680933852	0.041504749023447356
B.1.1.391	112.0	2.0	342.02631511455405	0.0058475032815242444
B.1.518	24.0	2.0	78.11532780365867	0.025603169777728647
B.1.520	15.0	2.0	51.1762677484787	0.03908061466751751
B.1.180	17.0	2.0	57.157749345740044	0.03499088090229465
B.1.182	135.0	2.0	411.02189742133936	0.004865920800199596
B.1.177.67	45.0	2.0	141.06382015981515	0.014177979851489518
B.1.1.349	20.0	2.0	66.13626991565137	0.030240592681606518
C.18	129.0	2.0	393.02290031856285	0.005088761999310751
B.1.177.59	11.0	2.0	39.23031674208145	0.050980980172781694
AN.1	19.0	2.0	63.14274940745529	0.031674262187953744
B.1.1.467	18.0	2.0	60.1498753117207	0.03325027674014618
A.27	20.0	2.0	66.13626991565137	0.030240592681606518
B.1.116	83.0	2.0	255.03529248953942	0.007842051899864142
B.1.1.447	13.0	2.0	45.19970501474926	0.04424807638340501
L.4	14.0	2.0	48.18725680933852	0.041504749023447356
AE.1	37.0	2.0	117.07690622999428	0.017082788266296143
B.1.1.500	35.0	2.0	111.08106135332412	0.01800486937767407
B.1.1.411	18.0	2.0	60.1498753117207	0.03325027674014618
B.1.1.513	79.0	2.0	243.03703515564735	0.008229198478820922
B.1.1.410	19.0	2.0	63.14274940745529	0.031674262187953744
P.1.2	33.0	2.0	105.08569098112329	0.01903208687431349
B.1.1.72	21.0	2.0	69.13035274815422	0.028930851941203206
D.5	62.0	2.0	192.04687118623383	0.010414124362695489
B.1.1.364	10.0	2.0	36.249425287356324	0.0551732885182484
B.1.1.353	11.0	2.0	39.23031674208145	0.050980980172781694
B.1.1.98	33.0	2.0	105.08569098112329	0.01903208687431349
B.1.470	109.0	2.0	333.0270262958949	0.0060055185978299475
B.1.473	23.0	2.0	75.11993610223642	0.026624090804311232
B.1.177.50	98.0	2.0	300.02999900009996	0.006666000088875558
B.1.1.358	8.0	2.0	30.299009900990097	0.06600875759754266
B.1.499	292.0	2.0	882.0102040422819	0.002267547462414759
B.1.504	24.0	2.0	78.11532780365867	0.025603169777728647
B.1.516	425.0	2.0	1281.0070257482796	0.0015612716868837876
B.1.581	59.0	2.0	183.04917592339746	0.010926025697252859
B.1.511	21.0	2.0	69.13035274815422	0.028930851941203206
B.1.1.63	110.0	2.0	336.0267850025622	0.005951906482647656
AG.1	7.0	1.0	24.18701550387597	0.04134449741596891
B.1.428.3	7.0	1.0	24.18701550387597	0.04134449741596891
B.1.547	15.0	1.0	48.093689083820664	0.020792748883479036
B.1.468	55.0	1.0	168.02678429095215	0.0059514321137540665
B.1.466	17.0	1.0	54.08329053244308	0.01848999922443934
AB.1	80.0	1.0	243.01851804813526	0.0041149127565740795
B.1.459	84.0	1.0	255.01764665176844	0.003921297263657677
B.1.445	59.0	1.0	180.02499884275332	0.005554784093477325
B.1.1.367	10.0	1.0	33.136176580621026	0.030178496833120703
B.1.1.342	12.0	1.0	39.11527115951895	0.025565462550977195
B.1.1.430	13.0	1.0	42.10705198109778	0.023748991034777466
B.1.1.352	7.0	1.0	24.18701550387597	0.04134449741596891
B.1.134	132.0	1.0	399.01127808922797	0.0025061948243387177
AM.1	5.0	1.0	18.248858447488583	0.0547979482046791
B.1.160.28	181.0	1.0	546.0082417167731	0.0018314741859129715
B.1.434	15.0	1.0	48.093689083820664	0.020792748883479036
B.1.1.154	23.0	1.0	72.06248193119397	0.013876846497665882
B.1.432	36.0	1.0	111.04053560680067	0.009005720249234416
B.1.585	10.0	1.0	33.136176580621026	0.030178496833120703
B.1.1.34	52.0	1.0	159.02830020785274	0.006288188949344128
B.4.7	67.0	1.0	204.0220580285309	0.004901430804409187
B.1.1.75	52.0	1.0	159.02830020785274	0.006288188949344128
B.1.1.339	87.0	1.0	264.0170450877162	0.003787634240311125
B.1.1.336	12.0	1.0	39.11527115951895	0.025565462550977195
B.1.424	105.0	1.0	318.01415073350074	0.003144514159805457
B.38	32.0	1.0	99.0454475920286	0.010096375192518008
B.1.1.162	9.0	1.0	30.149751243781097	0.033167769508753976
B.1.177.38	40.0	1.0	123.03658173959082	0.008127664031795994
B.1.110.1	8.0	1.0	27.16632583503749	0.03681027777080772
B.1.618	80.0	1.0	243.01851804813526	0.0041149127565740795
B.4.8	8.0	1.0	27.16632583503749	0.03681027777080772
B.1.1.389	86.0	1.0	261.01724099968646	0.0038311645474836706
B.41	117.0	1.0	354.0127117122545	0.002824757323439875
B.1.194	19.0	1.0	60.07496878901373	0.016645867990577733
B.1.1.461	38.0	1.0	117.03845732534526	0.008544200110397773
B.1.208	20.0	1.0	63.07140160707545	0.01585504641596261
B.1.214	44.0	1.0	135.03333059052636	0.0074055790198376235
B.1.1.177	25.0	1.0	78.05767809426347	0.01281103953402748
AE.5	22.0	1.0	69.06519686332472	0.014479072606988023
B.1.1.93	25.0	1.0	78.05767809426347	0.01281103953402748
B.1.219	59.0	1.0	180.02499884275332	0.005554784093477325
B.1.1.417	63.0	1.0	192.0234365464421	0.0052076976539170705
B.1.287	29.0	1.0	90.04999074588191	0.011104942840271543
B.1.1.485	20.0	1.0	63.07140160707545	0.01585504641596261
B.1.1.319	17.0	1.0	54.08329053244308	0.01848999922443934
C.1	241.0	1.0	726.0061983294679	0.0013773987085798837
B.1.600	77.0	1.0	234.01923024246142	0.004273153103545915
B.1.560	48.0	1.0	147.03061012037543	0.006801304838368623
B.1.1.136	35.0	1.0	108.04166131036551	0.009255688850686528
B.1.1.197	13.0	1.0	42.10705198109778	0.023748991034777466
B.1.160.8	506.0	1.0	1521.0029585779635	0.000657460917061551
B.1.1.325	30.0	1.0	93.04837870934192	0.01074709751927791
B.1.36.18	368.0	1.0	1107.0040650356748	0.000903339049588561
B.1.243.1	10.0	1.0	33.136176580621026	0.030178496833120703
B.1.601	10.0	1.0	33.136176580621026	0.030178496833120703
B.1.36.37	113.0	1.0	342.01315772600043	0.0029238641187048645
B.1.177.14	133.0	1.0	402.01119392595126	0.002487492923354258
B.1.36.33	101.0	1.0	306.0147056467837	0.003267816812549676
B.1.1.402	43.0	1.0	132.03408797502522	0.00757380170027875
C.5	8.0	1.0	27.16632583503749	0.03681027777080772
B.1.36.21	106.0	1.0	321.01401848752323	0.0031151287557831895
B.1.1.312	439.0	1.0	1320.0034090879742	0.0007575738010335343
B.1.526.2	66.0	1.0	201.02238722857481	0.004974570314215493
B.1.36.20	33.0	1.0	102.04411128913304	0.009799683562009645
B.1.1.57	56.0	1.0	171.02631443973837	0.005847053438974462
B.6.3	36.0	1.0	111.04053560680067	0.009005720249234416
B.1.281	36.0	1.0	111.04053560680067	0.009005720249234416
B.1.164	54.0	1.0	165.02727122489145	0.0060596045282554955
B.1.1.111	49.0	1.0	150.0299980003999	0.006665333688782256
B.1.351.2	270.0	1.0	813.0055350427895	0.0012300039260462953
N.2	11.0	1.0	36.12485582468281	0.027681771377942387
N.4	122.0	1.0	369.0121949876097	0.0027099375402310946
B.1.350.1	6.0	1.0	21.21356421356421	0.04713965036392083
B.1.279	1791.0	1.0	5376.000837053528	0.00018601187579949836
B.1.343	39.0	1.0	120.03749609497032	0.008330730251227731
B.1.258.20	42.0	1.0	129.03488057740307	0.007749842488521066
B.1.1.398	94.0	1.0	285.01578918211266	0.0035085775523862072
B.1.338	96.0	1.0	291.0154636436197	0.003436243515996145
B.1.506	32.0	1.0	99.0454475920286	0.010096375192518008
B.1.1.393	3.0	1.0	12.371212121212121	0.08083282302510716
A.19	61.0	1.0	186.02419249954897	0.005375644890932262
A.12	5.0	1.0	18.248858447488583	0.0547979482046791
B.1.169	55.0	1.0	168.02678429095215	0.0059514321137540665
B.1.1.27	132.0	1.0	399.01127808922797	0.0025061948243387177
B.1.315	31.0	1.0	96.04686737432894	0.010411583712591509
A.11	10.0		30.0	
A.15	62.0		186.0	
A.16	53.0		159.0	
A.17	10.0		30.0	
A.18	10.0		30.0	
A.2.4	110.0		330.0	
A.2.5.1	19.0		57.0	
A.22	13.0		39.0	
A.23	51.0		153.0	
A.24	9.0		27.0	
A.6	164.0		492.0	
A.7	17.0		51.0	
A.9	19.0		57.0	
AD.1	194.0		582.0	
AD.2.1	7.0		21.0	
AE.2	14.0		42.0	
AE.3	12.0		36.0	
AE.4	17.0		51.0	
AE.6	24.0		72.0	
AE.7	12.0		36.0	
AE.8	801.0		2403.0	
AH.2	16.0		48.0	
AJ.1	13.0		39.0	
AK.2	13.0		39.0	
AL.1	20.0		60.0	
AM.2	5.0		15.0	
AM.3	6.0		18.0	
AM.4	49.0		147.0	
AQ.1	9.0		27.0	
AQ.2	9.0		27.0	
AT.1	6.0		18.0	
AU.1	120.0		360.0	
AU.2	24.0		72.0	
AU.3	46.0		138.0	
B.1.1.100	24.0		72.0	
B.1.1.101	47.0		141.0	
B.1.1.110	6.0		18.0	
B.1.1.112	15.0		45.0	
B.1.1.114	15.0		45.0	
B.1.1.121	85.0		255.0	
B.1.1.122	15.0		45.0	
B.1.1.127	16.0		48.0	
B.1.1.129	35.0		105.0	
B.1.1.137	48.0		144.0	
B.1.1.141	50.0		150.0	
B.1.1.152	13.0		39.0	
B.1.1.157	192.0		576.0	
B.1.1.16	14.0		42.0	
B.1.1.161	61.0		183.0	
B.1.1.163	59.0		177.0	
B.1.1.175	10.0		30.0	
B.1.1.176	319.0		957.0	
B.1.1.181	86.0		258.0	
B.1.1.184	16.0		48.0	
B.1.1.190	14.0		42.0	
B.1.1.191	206.0		618.0	
B.1.1.202	12.0		36.0	
B.1.1.221	79.0		237.0	
B.1.1.224	52.0		156.0	
B.1.1.229	114.0		342.0	
B.1.1.249	14.0		42.0	
B.1.1.261	97.0		291.0	
B.1.1.267	85.0		255.0	
B.1.1.271	16.0		48.0	
B.1.1.273	137.0		411.0	
B.1.1.275	25.0		75.0	
B.1.1.283	10.0		30.0	
B.1.1.29	95.0		285.0	
B.1.1.298	958.0		2874.0	
B.1.1.30	13.0		39.0	
B.1.1.31	15.0		45.0	
B.1.1.324	12.0		36.0	
B.1.1.330	15.0		45.0	
B.1.1.331	85.0		255.0	
B.1.1.332	7.0		21.0	
B.1.1.333	111.0		333.0	
B.1.1.338	31.0		93.0	
B.1.1.340	19.0		57.0	
B.1.1.343	8.0		24.0	
B.1.1.345	8.0		24.0	
B.1.1.346	34.0		102.0	
B.1.1.350	13.0		39.0	
B.1.1.357	7.0		21.0	
B.1.1.359	11.0		33.0	
B.1.1.360	28.0		84.0	
B.1.1.366	57.0		171.0	
B.1.1.373	12.0		36.0	
B.1.1.377	423.0		1269.0	
B.1.1.381	7.0		21.0	
B.1.1.382	14.0		42.0	
B.1.1.383	16.0		48.0	
B.1.1.386	12.0		36.0	
B.1.1.387	12.0		36.0	
B.1.1.388	5.0		15.0	
B.1.1.394	37.0		111.0	
B.1.1.396	6.0		18.0	
B.1.1.399	8.0		24.0	
B.1.1.40	24.0		72.0	
B.1.1.400	5.0		15.0	
B.1.1.401	15.0		45.0	
B.1.1.404	20.0		60.0	
B.1.1.405	11.0		33.0	
B.1.1.407	12.0		36.0	
B.1.1.409	41.0		123.0	
B.1.1.412	126.0		378.0	
B.1.1.414	7.0		21.0	
B.1.1.415	20.0		60.0	
B.1.1.422	7.0		21.0	
B.1.1.424	11.0		33.0	
B.1.1.427	6.0		18.0	
B.1.1.429	22.0		66.0	
B.1.1.431	47.0		141.0	
B.1.1.435	10.0		30.0	
B.1.1.436	38.0		114.0	
B.1.1.438	18.0		54.0	
B.1.1.442	37.0		111.0	
B.1.1.444	5.0		15.0	
B.1.1.446	5.0		15.0	
B.1.1.448	311.0		933.0	
B.1.1.449	7.0		21.0	
B.1.1.451	9.0		27.0	
B.1.1.452	6.0		18.0	
B.1.1.456	18.0		54.0	
B.1.1.458	11.0		33.0	
B.1.1.459	30.0		90.0	
B.1.1.462	93.0		279.0	
B.1.1.464.1	144.0		432.0	
B.1.1.465	5.0		15.0	
B.1.1.466	42.0		126.0	
B.1.1.48	19.0		57.0	
B.1.1.480	22.0		66.0	
B.1.1.481	11.0		33.0	
B.1.1.483	24.0		72.0	
B.1.1.484	6.0		18.0	
B.1.1.49	52.0		156.0	
B.1.1.506	22.0		66.0	
B.1.1.507	19.0		57.0	
B.1.1.515	35.0		105.0	
B.1.1.516	8.0		24.0	
B.1.1.52	20.0		60.0	
B.1.1.522	45.0		135.0	
B.1.1.53	23.0		69.0	
B.1.1.56	25.0		75.0	
B.1.1.62	23.0		69.0	
B.1.1.82	19.0		57.0	
B.1.1.84	11.0		33.0	
B.1.1.87	15.0		45.0	
B.1.1.88	15.0		45.0	
B.1.1.90	8.0		24.0	
B.1.1.91	5.0		15.0	
B.1.1.99	21.0		63.0	
B.1.113	61.0		183.0	
B.1.118	108.0		324.0	
B.1.120	110.0		330.0	
B.1.127	359.0		1077.0	
B.1.128	1152.0		3456.0	
B.1.137	128.0		384.0	
B.1.140	44.0		132.0	
B.1.143	33.0		99.0	
B.1.145	13.0		39.0	
B.1.158	6.0		18.0	
B.1.159	61.0		183.0	
B.1.160.13	22.0		66.0	
B.1.160.17	504.0		1512.0	
B.1.160.18	71.0		213.0	
B.1.160.21	35.0		105.0	
B.1.160.24	151.0		453.0	
B.1.160.25	65.0		195.0	
B.1.160.27	43.0		129.0	
B.1.161	46.0		138.0	
B.1.177.25	38.0		114.0	
B.1.177.27	21.0		63.0	
B.1.177.29	8.0		24.0	
B.1.177.34	12.0		36.0	
B.1.177.36	35.0		105.0	
B.1.177.37	27.0		81.0	
B.1.177.39	45.0		135.0	
B.1.177.40	125.0		375.0	
B.1.177.42	643.0		1929.0	
B.1.177.49	14.0		42.0	
B.1.177.61	11.0		33.0	
B.1.177.64	5.0		15.0	
B.1.177.66	22.0		66.0	
B.1.177.68	12.0		36.0	
B.1.177.70	109.0		327.0	
B.1.177.76	189.0		567.0	
B.1.177.78	77.0		231.0	
B.1.177.79	28.0		84.0	
B.1.177.80	83.0		249.0	
B.1.177.88	10.0		30.0	
B.1.178	19.0		57.0	
B.1.184	14.0		42.0	
B.1.187	29.0		87.0	
B.1.192	97.0		291.0	
B.1.203	9.0		27.0	
B.1.205	28.0		84.0	
B.1.211	33.0		99.0	
B.1.212	33.0		99.0	
B.1.214.1	21.0		63.0	
B.1.214.4	88.0		264.0	
B.1.22.1	31.0		93.0	
B.1.221.4	117.0		351.0	
B.1.224	40.0		120.0	
B.1.227	17.0		51.0	
B.1.23	133.0		399.0	
B.1.237	113.0		339.0	
B.1.240.1	28.0		84.0	
B.1.242	44.0		132.0	
B.1.245	22.0		66.0	
B.1.247	40.0		120.0	
B.1.258.15	43.0		129.0	
B.1.258.18	10.0		30.0	
B.1.258.19	113.0		339.0	
B.1.258.21	109.0		327.0	
B.1.258.24	30.0		90.0	
B.1.258.9	181.0		543.0	
B.1.263	17.0		51.0	
B.1.270	20.0		60.0	
B.1.273	19.0		57.0	
B.1.285	10.0		30.0	
B.1.289	245.0		735.0	
B.1.291	40.0		120.0	
B.1.292	14.0		42.0	
B.1.308	26.0		78.0	
B.1.316	5.0		15.0	
B.1.326	55.0		165.0	
B.1.329	223.0		669.0	
B.1.342	8.0		24.0	
B.1.344	59.0		177.0	
B.1.351.1	7.0		21.0	
B.1.354	13.0		39.0	
B.1.357	74.0		222.0	
B.1.358	19.0		57.0	
B.1.36.19	32.0		96.0	
B.1.36.25	329.0		987.0	
B.1.36.27	15.0		45.0	
B.1.369.1	25.0		75.0	
B.1.380	112.0		336.0	
B.1.381	63.0		189.0	
B.1.387	24.0		72.0	
B.1.388	8.0		24.0	
B.1.393	18.0		54.0	
B.1.411	67.0		201.0	
B.1.417	22.0		66.0	
B.1.422	423.0		1269.0	
B.1.428.1	29.0		87.0	
B.1.438.2	51.0		153.0	
B.1.44	99.0		297.0	
B.1.456	24.0		72.0	
B.1.458	9.0		27.0	
B.1.463	121.0		363.0	
B.1.466.2	47.0		141.0	
B.1.475	7.0		21.0	
B.1.476	6.0		18.0	
B.1.482	7.0		21.0	
B.1.486	9.0		27.0	
B.1.488	5.0		15.0	
B.1.489	19.0		57.0	
B.1.490	9.0		27.0	
B.1.497	1530.0		4590.0	
B.1.517.1	172.0		516.0	
B.1.524	199.0		597.0	
B.1.526.1	35.0		105.0	
B.1.526.3	10.0		30.0	
B.1.528	20.0		60.0	
B.1.529	18.0		54.0	
B.1.530	10.0		30.0	
B.1.533	13.0		39.0	
B.1.534	56.0		168.0	
B.1.535	29.0		87.0	
B.1.536	27.0		81.0	
B.1.537	20.0		60.0	
B.1.538	24.0		72.0	
B.1.540	34.0		102.0	
B.1.542	26.0		78.0	
B.1.545	10.0		30.0	
B.1.548	24.0		72.0	
B.1.555	38.0		114.0	
B.1.559	31.0		93.0	
B.1.564.1	150.0		450.0	
B.1.573	162.0		486.0	
B.1.579	73.0		219.0	
B.1.588.1	24.0		72.0	
B.1.592	24.0		72.0	
B.1.593	86.0		258.0	
B.1.595.2	19.0		57.0	
B.1.596.1	8.0		24.0	
B.1.597	36.0		108.0	
B.1.598	37.0		111.0	
B.1.6	51.0		153.0	
B.1.604	7.0		21.0	
B.1.607	18.0		54.0	
B.1.611	23.0		69.0	
B.1.613	37.0		111.0	
B.1.614	8.0		24.0	
B.1.615	22.0		66.0	
B.1.616	6.0		18.0	
B.1.617	1.0		3.0	
B.1.617.3	23.0		69.0	
B.1.621	12.0		36.0	
B.1.622	62.0		186.0	
B.1.67	21.0		63.0	
B.1.83	59.0		177.0	
B.1.84	35.0		105.0	
B.1.9.3	25.0		75.0	
B.1.94	20.0		60.0	
B.15	33.0		99.0	
B.36	10.0		30.0	
B.4.1	27.0		81.0	
B.4.2	15.0		45.0	
B.4.5	78.0		234.0	
B.4.6	46.0		138.0	
B.42	12.0		36.0	
B.43	39.0		117.0	
B.44	10.0		30.0	
B.47	16.0		48.0	
B.49	19.0		57.0	
B.50	8.0		24.0	
B.53	83.0		249.0	
B.56	34.0		102.0	
B.6.1	35.0		105.0	
B.6.2	14.0		42.0	
B.6.4	22.0		66.0	
B.6.5	10.0		30.0	
B.6.6	987.0		2961.0	
B.6.7	55.0		165.0	
B.6.8	17.0		51.0	
C.1.1	12.0		36.0	
C.10	4.0		12.0	
C.11	65.0		195.0	
C.12	120.0		360.0	
C.13	19.0		57.0	
C.14	73.0		219.0	
C.17	9.0		27.0	
C.19	23.0		69.0	
C.2.1	58.0		174.0	
C.21	7.0		21.0	
C.22	12.0		36.0	
C.25	7.0		21.0	
C.26	72.0		216.0	
C.29	6.0		18.0	
C.30.1	137.0		411.0	
C.32	15.0		45.0	
C.33	7.0		21.0	
C.34	15.0		45.0	
C.36.1	21.0		63.0	
C.4	24.0		72.0	
C.6	3.0		9.0	
C.7	29.0		87.0	
C.8	129.0		387.0	
C.9	30.0		90.0	
D.2	11292.0		33876.0	
D.3	139.0		417.0	
K.1	35.0		105.0	
K.2	15.0		45.0	
K.3	76.0		228.0	
L.1	370.0		1110.0	
M.1	18.0		54.0	
N.10	17.0		51.0	
N.3	81.0		243.0	
N.6	93.0		279.0	
N.7	27.0		81.0	
N.8	6.0		18.0	
N.9	30.0		90.0	
P.1.1	108.0		324.0	
P.3	31.0		93.0	
S.1	41.0		123.0	
U.2	21.0		63.0	
U.3	10.0		30.0	
V.2	25.0		75.0	
W.2	51.0		153.0	
